id_venda,data,mes,trimestre,cliente,tipo_cliente,tempo_relacionamento_meses,faixa_renda,segmento,produto,categoria,marca,linha_produto,quantidade,preco_unitario,desconto,receita,custo_unitario,lucro,regiao,cidade,canal_venda,vendedor,meta_venda,atingiu_meta,prazo_entrega_dias,status_entrega
499,2024-06-15,6,2,Cliente_141,Recorrente,12,Alta,Varejo,Mouse,Periféricos,Gamma,Premium,3,4796.15,0.03,13956.7965,3852.98,2397.856499999998,Sudeste,São Paulo,Online,Vendedor_16,16200.21,Não,12,Atrasado
500,2024-05-01,5,2,Cliente_168,Novo,5,Baixa,Varejo,Mouse,Periféricos,Delta,Padrão,11,1339.9713294797687,0.135,12749.8272,886.4,2999.4272,Sul,Porto Alegre,Online,Vendedor_12,14788.49,Não,3,No prazo
501,2024-06-07,6,2,Cliente_141,Recorrente,57,Baixa,Atacado,Headset,Periféricos,Gamma,Premium,6,966.43,0.03,5624.6226,609.59,1967.0826,Sul,Curitiba,Online,Vendedor_10,5333.33,Sim,11,Atrasado
502,2024-02-04,2,1,Cliente_127,Recorrente,53,Média,Atacado,Smartphone,Telefonia,Beta,Econômico,8,1575.42,0.19,10208.7216,965.82,2482.1616000000004,Sul,Porto Alegre,Loja,Vendedor_17,14316.38,Não,4,No prazo
503,2024-02-08,2,1,Cliente_086,Recorrente,39,Baixa,Atacado,Notebook,Outros,Gamma,Premium,9,2718.16,0.11,21772.4616,2322.05,874.011599999998,Sul,Porto Alegre,Loja,Vendedor_20,27539.76,Não,3,No prazo
504,2024-06-22,6,2,Cliente_138,Recorrente,46,Alta,Varejo,Teclado,Periféricos,Alpha,Padrão,1,652.31,0.07,606.6483,457.95,148.69829999999996,Sudeste,São Paulo,Loja,Vendedor_11,680.18,Não,3,No prazo
505,2024-01-18,1,1,Cliente_054,Novo,1,Baixa,Varejo,Teclado,Periféricos,Delta,Econômico,11,4577.12,0.04,48334.3872,2654.44,19135.5472,Sudeste,São Paulo,Online,Vendedor_05,50712.7,Não,6,No prazo
506,2024-09-24,9,3,Cliente_188,Recorrente,52,Baixa,Varejo,Teclado,Periféricos,Beta,Econômico,9,5499.79,0.0,49498.11,3883.44,14547.15,Norte,Belém,Online,Vendedor_18,48184.46,Sim,3,No prazo
507,2024-06-12,6,2,Cliente_099,Recorrente,49,Alta,Atacado,Smartphone,Telefonia,Beta,Padrão,5,1075.07,0.01,5321.5965,785.34,1394.8964999999994,Nordeste,Salvador,Online,Vendedor_06,6305.7,Não,4,No prazo
508,2024-12-20,12,4,Cliente_010,Novo,0,Baixa,Varejo,Tablet,Outros,Gamma,Econômico,6,4186.63,0.01,24868.5822,2879.82,7589.662199999995,Norte,Manaus,Loja,Vendedor_06,28530.14,Não,14,Atrasado
509,2024-09-03,9,3,Cliente_092,Novo,4,Alta,Varejo,Smartphone,Telefonia,Delta,Econômico,9,2948.95,0.19,21497.8455,2394.57,-53.28450000000157,Norte,Manaus,Loja,Vendedor_04,29055.65,Não,6,No prazo
510,2024-08-26,8,3,Cliente_124,Recorrente,39,Baixa,Varejo,Headset,Periféricos,Gamma,Padrão,7,5127.05,0.14,30864.841,2789.25,11340.090999999997,Sudeste,Rio de Janeiro,Online,Vendedor_06,42863.29,Não,12,Atrasado
511,2024-04-17,4,2,Cliente_141,Novo,3,Média,Varejo,Tablet,Informática,Beta,Padrão,8,1869.96,0.21,11818.1472,1456.4,166.94720000000052,Norte,Belém,Loja,Vendedor_15,14203.03,Não,8,Atrasado
512,2024-02-14,2,1,Cliente_133,Novo,1,Alta,Varejo,Notebook,Informática,Gamma,Premium,11,1731.27,0.19,15425.615700000002,1043.93,3942.3857000000007,Sudeste,São Paulo,Loja,Vendedor_06,22519.43,Não,9,Atrasado
513,2024-01-26,1,1,Cliente_181,Recorrente,1,Média,Varejo,Headset,Periféricos,Beta,Premium,7,5328.26,0.23,28719.3214,3504.67,4186.631399999998,Norte,Manaus,Loja,Vendedor_14,40459.58,Não,13,Atrasado
514,2024-12-06,12,4,Cliente_049,Recorrente,19,Baixa,Atacado,Mouse,Periféricos,Delta,Premium,3,294.41544444444446,0.1,794.9217000000001,242.9,66.22170000000006,Sul,Curitiba,Online,Vendedor_20,909.94,Não,1,No prazo
515,2024-08-17,8,3,Cliente_147,Recorrente,18,Baixa,Atacado,Notebook,Informática,Gamma,Padrão,5,4434.74,0.08,20399.804,2391.17,8443.953999999996,Sul,Porto Alegre,Loja,Vendedor_03,21007.66,Não,11,Atrasado
516,2024-05-22,5,2,Cliente_151,Recorrente,1,Média,Atacado,Impressora,Informática,Alpha,Econômico,5,798.21,0.1,3591.945,437.34,1405.2450000000003,Sudeste,São Paulo,Online,Vendedor_03,4183.97,Não,7,No prazo
517,2024-10-30,10,4,Cliente_186,Recorrente,58,Média,Atacado,Tablet,Informática,Alpha,Padrão,6,3537.39,0.22,16554.9852,2944.46,-1111.7748000000029,Centro-Oeste,Goiânia,Online,Vendedor_15,24883.21,Não,13,Atrasado
518,2024-02-18,2,1,Cliente_168,Novo,2,Baixa,Atacado,Mouse,Periféricos,Alpha,Econômico,6,1169.37,0.04,6735.571199999999,863.22,1556.2511999999997,Sudeste,Rio de Janeiro,Loja,Vendedor_12,7740.33,Não,3,No prazo
519,2024-12-10,12,4,Cliente_175,Recorrente,55,Média,Atacado,Monitor,Informática,Delta,Premium,8,1942.13,0.05,14760.188,1427.84,3337.4680000000008,Centro-Oeste,Brasília,Online,Vendedor_02,14430.76,Sim,7,No prazo
520,2024-11-01,11,4,Cliente_097,Recorrente,16,Alta,Varejo,Tablet,Informática,Gamma,Econômico,7,3132.88,0.08,20175.7472,2175.37,4948.1572000000015,Sul,Curitiba,Loja,Vendedor_17,22660.08,Não,9,Atrasado
521,2024-01-15,1,1,Cliente_056,Novo,0,Baixa,Atacado,Notebook,Informática,Delta,Padrão,4,86.51,0.03,335.6588,64.05,79.4588,Norte,Manaus,Loja,Vendedor_03,335.01,Sim,14,Atrasado
522,2024-07-18,7,3,Cliente_048,Novo,0,Baixa,Atacado,Teclado,Periféricos,Gamma,Premium,6,2793.5793103448277,0.13,14582.484,2247.9,1095.083999999999,Nordeste,Salvador,Loja,Vendedor_06,19009.11,Não,3,No prazo
523,2024-02-13,2,1,Cliente_057,Recorrente,37,Baixa,Varejo,Tablet,Informática,Beta,Padrão,5,2303.64,0.06,10827.107999999998,1325.41,4200.057999999998,Nordeste,Recife,Loja,Vendedor_03,12101.72,Não,9,Atrasado
524,2024-11-24,11,4,Cliente_175,Recorrente,49,Média,Varejo,Headset,Periféricos,Delta,Econômico,9,2459.12,0.18,18148.3056,1695.47,2889.0756,Norte,Belém,Loja,Vendedor_08,22586.21,Não,7,No prazo
525,2024-02-01,2,1,Cliente_176,Novo,2,Alta,Varejo,Impressora,Informática,Delta,Premium,5,1428.08,0.01,7068.995999999999,748.58,3326.095999999999,Nordeste,Recife,Loja,Vendedor_13,7329.13,Não,11,Atrasado
526,2024-09-28,9,3,Cliente_095,Recorrente,13,Alta,Varejo,Tablet,Informática,Beta,Padrão,8,2504.43,0.02,19634.7312,1596.82,6860.171199999999,Sudeste,Rio de Janeiro,Loja,Vendedor_19,18614.23,Sim,3,No prazo
527,2024-06-23,6,2,Cliente_036,Recorrente,53,Baixa,Atacado,Mouse,Periféricos,Beta,Padrão,9,1723.5,0.19,12564.315,1308.28,789.7950000000001,Norte,Belém,Loja,Vendedor_11,16182.01,Não,3,No prazo
528,2024-02-18,2,1,Cliente_032,Novo,5,Baixa,Atacado,Headset,Periféricos,Beta,Padrão,6,4429.788165680474,0.15500000000000003,22459.026,2733.5800000000004,6057.545999999999,Norte,Belém,Loja,Vendedor_12,27873.14,Não,11,Atrasado
529,2024-01-26,1,1,Cliente_155,Recorrente,19,Baixa,Varejo,Mouse,Periféricos,Delta,Premium,11,1894.41,0.09,18963.044100000003,1111.3,6738.744100000004,Nordeste,Salvador,Loja,Vendedor_10,19769.32,Não,9,Atrasado
530,2024-10-05,10,4,Cliente_132,Novo,1,Baixa,Varejo,Monitor,Informática,Alpha,Padrão,6,2262.61,0.16,11403.5544,1818.91,490.0943999999981,Norte,Manaus,Online,Vendedor_04,12821.61,Não,2,No prazo
531,2024-12-09,12,4,Cliente_110,Recorrente,4,Baixa,Varejo,Teclado,Periféricos,Alpha,Econômico,11,1608.52,0.21,13978.038800000002,1201.97,756.368800000002,Sul,Curitiba,Loja,Vendedor_11,17547.97,Não,12,Atrasado
532,2024-05-04,5,2,Cliente_052,Novo,2,Alta,Varejo,Notebook,Informática,Delta,Padrão,2,3704.16,0.17,6148.905599999999,3082.84,-16.77440000000115,Sul,Curitiba,Online,Vendedor_04,7206.8,Não,3,No prazo
533,2024-05-18,5,2,Cliente_179,Recorrente,31,Média,Varejo,Monitor,Informática,Alpha,Padrão,11,2116.53,0.19,18858.282300000003,1128.81,6441.372300000003,Sul,Porto Alegre,Online,Vendedor_20,26344.9,Não,5,No prazo
534,2024-02-12,2,1,Cliente_170,Recorrente,28,Média,Varejo,Headset,Periféricos,Alpha,Premium,7,931.2,0.02,6388.032,710.79,1412.5020000000004,Centro-Oeste,Goiânia,Online,Vendedor_02,6288.88,Sim,9,Atrasado
535,2024-05-04,5,2,Cliente_095,Novo,2,Média,Atacado,Headset,Periféricos,Delta,Econômico,8,4450.68,0.04,34181.2224,2306.33,15730.5824,Centro-Oeste,Brasília,Online,Vendedor_06,36737.57,Não,9,Atrasado
536,2024-03-05,3,1,Cliente_129,Novo,0,Média,Varejo,Tablet,Informática,Beta,Econômico,4,3340.18,0.02,13093.5056,2703.21,2280.6655999999984,Norte,Manaus,Loja,Vendedor_14,15040.29,Não,1,No prazo
537,2024-12-15,12,4,Cliente_061,Recorrente,48,Baixa,Varejo,Impressora,Informática,Alpha,Premium,11,2804.27,0.2,24677.576,1603.68,7037.096000000001,Norte,Manaus,Online,Vendedor_12,35100.68,Não,5,No prazo
538,2024-10-19,10,4,Cliente_122,Recorrente,39,Média,Varejo,Monitor,Informática,Alpha,Padrão,10,4888.21,0.01,48393.279,3926.3,9130.278999999997,Sul,Porto Alegre,Online,Vendedor_02,51405.64,Não,1,No prazo
539,2024-09-30,9,3,Cliente_067,Novo,3,Baixa,Varejo,Impressora,Informática,Beta,Econômico,5,3174.04,0.22,12378.756,2278.65,985.5060000000012,Sul,Curitiba,Loja,Vendedor_03,18441.39,Não,14,Atrasado
540,2024-07-12,7,3,Cliente_176,Recorrente,59,Baixa,Varejo,Mouse,Periféricos,Alpha,Padrão,2,962.07,0.02,1885.6572,698.05,489.5572000000002,Centro-Oeste,Goiânia,Online,Vendedor_10,2176.22,Não,3,No prazo
541,2024-08-28,8,3,Cliente_012,Novo,5,Alta,Atacado,Headset,Periféricos,Gamma,Econômico,7,116.97,0.22,638.6562,78.91,86.28620000000001,Sul,Porto Alegre,Online,Vendedor_06,828.79,Não,4,No prazo
542,2024-12-10,12,4,Cliente_134,Novo,1,Baixa,Varejo,Notebook,Informática,Gamma,Premium,5,1527.36,0.18,6262.176,806.74,2228.476,Norte,Belém,Loja,Vendedor_06,8225.56,Não,12,Atrasado
543,2024-01-05,1,1,Cliente_120,Novo,1,Baixa,Varejo,Monitor,Informática,Beta,Padrão,6,5715.3,0.12,30176.784000000003,4520.21,3055.5240000000013,Centro-Oeste,Brasília,Online,Vendedor_13,40315.48,Não,4,No prazo
544,2024-11-10,11,4,Cliente_064,Recorrente,7,Média,Atacado,Smartphone,Telefonia,Beta,Padrão,8,2346.08,0.24,14264.1664,1508.37,2197.206400000001,Norte,Belém,Loja,Vendedor_08,19052.21,Não,6,No prazo
545,2024-04-13,4,2,Cliente_019,Novo,4,Baixa,Varejo,Notebook,Informática,Delta,Padrão,1,713.02,0.22,556.1556,361.61,194.54560000000004,Sudeste,São Paulo,Online,Vendedor_09,734.29,Não,2,No prazo
546,2024-06-03,6,2,Cliente_172,Novo,4,Baixa,Atacado,Smartphone,Telefonia,Delta,Premium,6,1422.34,0.07,7936.657199999999,1244.16,471.6971999999978,Sudeste,Rio de Janeiro,Loja,Vendedor_10,8284.73,Não,13,Atrasado
547,2024-08-22,8,3,Cliente_033,Recorrente,13,Média,Varejo,Smartphone,Telefonia,Delta,Econômico,5,4010.67,0.09,18248.5485,2891.37,3791.698500000002,Nordeste,Salvador,Online,Vendedor_19,18882.01,Não,6,No prazo
548,2024-03-24,3,1,Cliente_150,Novo,2,Baixa,Atacado,Notebook,Informática,Alpha,Econômico,2,5438.03,0.19,8809.6086,3056.29,2697.0286,Centro-Oeste,Goiânia,Loja,Vendedor_06,9843.41,Não,6,No prazo
549,2024-08-01,8,3,Cliente_046,Recorrente,22,Média,Varejo,Mouse,Periféricos,Delta,Premium,1,4017.74,0.22,3133.8372,2534.91,598.9272000000001,Centro-Oeste,Goiânia,Online,Vendedor_03,3945.15,Não,5,No prazo
550,2024-11-04,11,4,Cliente_098,Novo,4,Baixa,Varejo,Headset,Periféricos,Beta,Premium,7,5500.597701149425,0.13,33498.64,4226.59,3912.5099999999984,Nordeste,Recife,Online,Vendedor_01,49960.31,Não,1,No prazo
551,2024-11-11,11,4,Cliente_144,Recorrente,5,Alta,Atacado,Tablet,Informática,Alpha,Padrão,3,5027.3,0.11,13422.891,3506.93,2902.1010000000024,Norte,Belém,Online,Vendedor_10,14353.52,Não,1,No prazo
552,2024-07-10,7,3,Cliente_131,Recorrente,40,Média,Varejo,Monitor,Informática,Delta,Premium,4,5568.59,0.18,18264.9752,3156.63,5638.4552,Centro-Oeste,Goiânia,Loja,Vendedor_17,24000.72,Não,8,Atrasado
553,2024-07-24,7,3,Cliente_076,Novo,2,Alta,Atacado,Tablet,Informática,Alpha,Padrão,1,3433.18,0.22,2677.8804,1902.23,775.6504,Sudeste,São Paulo,Online,Vendedor_15,3505.16,Não,1,No prazo
554,2024-07-04,7,3,Cliente_103,Recorrente,42,Média,Varejo,Mouse,Periféricos,Delta,Econômico,2,1076.12,0.18,1764.8368,568.32,628.1967999999999,Sul,Porto Alegre,Loja,Vendedor_16,2345.03,Não,13,Atrasado
555,2024-07-09,7,3,Cliente_093,Recorrente,6,Média,Varejo,Mouse,Periféricos,Beta,Premium,4,5191.56,0.03,20143.2528,3981.93,4215.532800000003,Sudeste,Rio de Janeiro,Loja,Vendedor_07,24795.17,Não,14,Atrasado
556,2024-07-30,7,3,Cliente_141,Novo,0,Média,Varejo,Monitor,Informática,Delta,Premium,10,5667.48,0.21,44773.092,5009.62,-5323.108,Centro-Oeste,Brasília,Loja,Vendedor_12,57578.82,Não,13,Atrasado
557,2024-03-03,3,1,Cliente_087,Novo,4,Média,Atacado,Headset,Periféricos,Alpha,Padrão,4,973.26,0.14,3348.0144,694.13,571.4944,Sul,Porto Alegre,Online,Vendedor_06,4564.86,Não,8,Atrasado
558,2024-08-15,8,3,Cliente_183,Recorrente,38,Baixa,Varejo,Impressora,Informática,Alpha,Padrão,8,5909.72,0.14,40658.8736,5161.02,-629.2864000000045,Nordeste,Recife,Loja,Vendedor_14,55119.29,Não,3,No prazo
559,2024-10-07,10,4,Cliente_047,Novo,3,Alta,Varejo,Impressora,Informática,Gamma,Padrão,9,507.09,0.07,4244.3433,324.38,1324.9232999999997,Nordeste,Recife,Loja,Vendedor_09,4211.86,Sim,6,No prazo
560,2024-01-14,1,1,Cliente_109,Novo,2,Média,Varejo,Notebook,Informática,Beta,Padrão,11,4650.83,0.17,42462.0779,2527.61,14658.367899999994,Norte,Manaus,Online,Vendedor_12,54805.38,Não,13,Atrasado
561,2024-12-02,12,4,Cliente_101,Recorrente,37,Baixa,Atacado,Smartphone,Telefonia,Alpha,Padrão,3,257.05,0.18,632.3430000000001,227.54,-50.27699999999993,Sudeste,Rio de Janeiro,Online,Vendedor_13,880.53,Não,11,Atrasado
562,2024-12-09,12,4,Cliente_009,Novo,1,Alta,Varejo,Notebook,Informática,Gamma,Econômico,1,4640.42,0.24,3526.7192,3205.79,320.92920000000004,Centro-Oeste,Brasília,Online,Vendedor_01,4611.74,Não,10,Atrasado
563,2024-02-03,2,1,Cliente_151,Novo,2,Média,Atacado,Monitor,Informática,Gamma,Econômico,3,2719.49,0.02,7995.3006,2064.98,1800.360599999999,Nordeste,Salvador,Online,Vendedor_02,7741.25,Sim,7,No prazo
564,2024-07-02,7,3,Cliente_113,Novo,1,Baixa,Atacado,Mouse,Periféricos,Alpha,Premium,2,1143.33,0.01,2263.7934,901.13,461.5334,Sudeste,São Paulo,Loja,Vendedor_12,2314.23,Não,10,Atrasado
565,2024-06-12,6,2,Cliente_109,Novo,2,Alta,Varejo,Notebook,Informática,Beta,Econômico,9,5308.1,0.07,44428.797,4149.68,7081.676999999996,Centro-Oeste,Brasília,Loja,Vendedor_19,50102.79,Não,6,No prazo
566,2024-12-22,12,4,Cliente_199,Recorrente,43,Média,Atacado,Monitor,Informática,Delta,Premium,5,1645.38,0.08,7568.748000000001,1136.31,1887.198000000002,Norte,Belém,Loja,Vendedor_01,8575.43,Não,2,No prazo
567,2024-03-31,3,1,Cliente_100,Recorrente,28,Alta,Varejo,Notebook,Informática,Delta,Padrão,5,5765.54,0.23,22197.329,5037.34,-2989.370999999999,Nordeste,Salvador,Online,Vendedor_09,28865.39,Não,1,No prazo
568,2024-12-26,12,4,Cliente_024,Novo,4,Baixa,Varejo,Impressora,Informática,Alpha,Padrão,3,1867.38,0.05,5322.033,1311.23,1388.3430000000003,Sudeste,São Paulo,Online,Vendedor_12,6688.27,Não,4,No prazo
569,2024-11-02,11,4,Cliente_090,Recorrente,45,Alta,Atacado,Notebook,Informática,Delta,Padrão,7,4164.89,0.01,28862.6877,2379.34,12207.3077,Sul,Porto Alegre,Online,Vendedor_04,26965.79,Sim,14,Atrasado
570,2024-01-15,1,1,Cliente_092,Novo,0,Média,Atacado,Impressora,Informática,Alpha,Padrão,11,4751.78,0.14,44951.8388,2435.71,18159.0288,Centro-Oeste,Goiânia,Loja,Vendedor_10,47269.04,Não,13,Atrasado
571,2024-10-08,10,4,Cliente_173,Novo,3,Média,Varejo,Smartphone,Telefonia,Gamma,Econômico,6,3557.73,0.09,19425.205800000003,2105.67,6791.185800000003,Centro-Oeste,Brasília,Loja,Vendedor_06,21532.38,Não,13,Atrasado
572,2024-03-22,3,1,Cliente_170,Novo,2,Baixa,Varejo,Headset,Periféricos,Alpha,Padrão,6,4154.52,0.06,23431.4928,3346.76,3350.9327999999987,Nordeste,Recife,Loja,Vendedor_12,29049.79,Não,2,No prazo
573,2024-09-17,9,3,Cliente_188,Novo,3,Média,Varejo,Headset,Periféricos,Gamma,Econômico,8,3703.72,0.19,24000.1056,2209.1,6327.3056,Nordeste,Recife,Online,Vendedor_13,29944.89,Não,1,No prazo
574,2024-04-04,4,2,Cliente_121,Recorrente,23,Alta,Varejo,Monitor,Informática,Gamma,Premium,6,4173.52,0.18,20533.718400000005,2660.92,4568.198400000005,Sudeste,São Paulo,Online,Vendedor_03,28659.98,Não,8,Atrasado
575,2024-07-20,7,3,Cliente_131,Novo,4,Alta,Atacado,Tablet,Informática,Beta,Padrão,3,4944.0,0.02,14535.36,2994.87,5550.75,Sul,Curitiba,Loja,Vendedor_18,14818.65,Não,13,Atrasado
576,2024-01-11,1,1,Cliente_080,Novo,4,Média,Atacado,Tablet,Informática,Delta,Premium,7,1027.9,0.08,6619.676000000001,689.61,1792.4060000000009,Sul,Curitiba,Online,Vendedor_18,8282.46,Não,2,No prazo
577,2024-06-01,6,2,Cliente_115,Recorrente,42,Média,Varejo,Monitor,Informática,Delta,Premium,7,2455.45,0.09,15641.2165,1981.92,1767.776499999998,Centro-Oeste,Goiânia,Online,Vendedor_04,19267.48,Não,7,No prazo
578,2024-03-31,3,1,Cliente_046,Recorrente,28,Baixa,Varejo,Smartphone,Telefonia,Alpha,Premium,3,3092.84,0.18,7608.386400000001,2655.28,-357.4535999999989,Sul,Curitiba,Online,Vendedor_20,8421.13,Não,11,Atrasado
579,2024-01-21,1,1,Cliente_081,Novo,0,Baixa,Atacado,Monitor,Informática,Delta,Econômico,2,5891.99,0.06,11076.9412,4793.59,1489.761199999999,Sudeste,São Paulo,Online,Vendedor_05,13447.58,Não,3,No prazo
580,2024-05-12,5,2,Cliente_041,Novo,2,Baixa,Atacado,Mouse,Periféricos,Gamma,Econômico,11,5822.91,0.0,64052.01,4300.77,16743.539999999994,Norte,Manaus,Loja,Vendedor_10,72103.37,Não,10,Atrasado
581,2024-03-19,3,1,Cliente_188,Novo,3,Baixa,Atacado,Smartphone,Telefonia,Beta,Padrão,1,615.81,0.1,554.2289999999999,360.5,193.72899999999996,Sul,Porto Alegre,Online,Vendedor_10,626.45,Não,9,Atrasado
582,2024-09-29,9,3,Cliente_139,Recorrente,14,Alta,Atacado,Smartphone,Telefonia,Delta,Premium,3,467.63,0.02,1374.8321999999998,310.62,442.9721999999998,Sul,Curitiba,Loja,Vendedor_15,1651.38,Não,6,No prazo
583,2024-02-17,2,1,Cliente_079,Novo,3,Alta,Atacado,Monitor,Informática,Beta,Padrão,8,1531.59,0.21,9679.6488,1178.38,252.60879999999813,Centro-Oeste,Goiânia,Online,Vendedor_08,12317.08,Não,14,Atrasado
584,2024-09-09,9,3,Cliente_125,Recorrente,3,Alta,Varejo,Smartphone,Telefonia,Beta,Padrão,11,1084.77,0.24,9068.6772,848.85,-268.6728000000003,Centro-Oeste,Brasília,Loja,Vendedor_13,11595.55,Não,14,Atrasado
585,2024-08-25,8,3,Cliente_196,Novo,1,Baixa,Varejo,Monitor,Informática,Beta,Padrão,6,1182.5307142857143,0.16,5959.9548,650.56,2056.5948000000008,Sudeste,Rio de Janeiro,Loja,Vendedor_06,8046.83,Não,3,No prazo
586,2024-12-19,12,4,Cliente_071,Novo,0,Média,Atacado,Impressora,Informática,Beta,Econômico,7,3666.19,0.08,23610.2636,2092.12,8965.423600000002,Nordeste,Recife,Online,Vendedor_16,27085.3,Não,1,No prazo
587,2024-07-06,7,3,Cliente_001,Recorrente,32,Média,Atacado,Teclado,Periféricos,Delta,Premium,1,3850.89,0.04,3696.8544,2425.33,1271.5243999999998,Sul,Curitiba,Loja,Vendedor_05,4003.5,Não,10,Atrasado
588,2024-04-15,4,2,Cliente_173,Recorrente,38,Média,Atacado,Tablet,Informática,Beta,Padrão,11,1063.29,0.2,9356.952,635.75,2363.7019999999998,Norte,Belém,Online,Vendedor_04,13840.41,Não,7,No prazo
589,2024-06-02,6,2,Cliente_165,Recorrente,33,Baixa,Atacado,Tablet,Informática,Delta,Econômico,1,5570.07,0.21,4400.3553,4521.36,-121.0046999999995,Sul,Curitiba,Loja,Vendedor_09,5943.29,Não,12,Atrasado
590,2024-06-14,6,2,Cliente_151,Novo,1,Média,Varejo,Tablet,Outros,Alpha,Econômico,7,3393.11,0.02,23276.7346,1953.11,9604.9646,Sul,Curitiba,Loja,Vendedor_17,24391.53,Não,11,Atrasado
591,2024-04-14,4,2,Cliente_146,Novo,5,Alta,Varejo,Impressora,Informática,Alpha,Econômico,6,282.64,0.23,1305.7968,212.48,30.916800000000197,Nordeste,Recife,Loja,Vendedor_07,1553.73,Não,5,No prazo
592,2024-01-05,1,1,Cliente_123,Recorrente,58,Baixa,Varejo,Teclado,Periféricos,Beta,Premium,8,4452.69,0.04,34196.659199999995,2343.46,15448.979199999994,Nordeste,Recife,Online,Vendedor_10,32313.12,Sim,1,No prazo
593,2024-09-22,9,3,Cliente_064,Novo,0,Baixa,Varejo,Tablet,Informática,Gamma,Premium,3,1952.79,0.02,5741.2026,1745.49,504.73259999999937,Norte,Manaus,Online,Vendedor_09,5839.9,Não,2,No prazo
594,2024-01-26,1,1,Cliente_077,Recorrente,12,Baixa,Atacado,Teclado,Periféricos,Alpha,Padrão,11,3988.72,0.2,35100.736,3004.38,2052.555999999997,Sudeste,São Paulo,Online,Vendedor_12,47000.22,Não,7,No prazo
595,2024-12-04,12,4,Cliente_192,Novo,0,Média,Varejo,Monitor,Informática,Delta,Econômico,1,4671.97,0.0,4671.97,2867.4,1804.57,Nordeste,Salvador,Loja,Vendedor_16,5403.07,Não,11,Atrasado
596,2024-11-27,11,4,Cliente_106,Recorrente,38,Média,Atacado,Notebook,Informática,Beta,Econômico,9,225.19,0.23,1560.5667,132.55,367.6167,Centro-Oeste,Goiânia,Online,Vendedor_10,2384.75,Não,13,Atrasado
597,2024-10-08,10,4,Cliente_197,Recorrente,27,Alta,Atacado,Headset,Periféricos,Alpha,Premium,5,5755.43,0.21,22733.9485,4657.82,-555.1514999999963,Sul,Porto Alegre,Loja,Vendedor_06,26234.05,Não,13,Atrasado
598,2024-12-21,12,4,Cliente_063,Recorrente,50,Alta,Varejo,Headset,Periféricos,Delta,Econômico,7,5361.4,0.12,33026.223999999995,3717.37,7004.633999999995,Norte,Manaus,Online,Vendedor_12,41711.53,Não,13,Atrasado
599,2024-02-17,2,1,Cliente_121,Novo,5,Baixa,Varejo,Headset,Outros,Alpha,Econômico,1,5907.12,0.22,4607.5536,3388.43,1219.1236000000004,Centro-Oeste,Brasília,Loja,Vendedor_14,5655.23,Não,7,No prazo
600,2024-01-01,1,1,Cliente_098,Recorrente,8,Baixa,Atacado,Monitor,Informática,Beta,Premium,7,857.48,0.07,5582.1948,649.68,1034.434800000001,Sudeste,São Paulo,Loja,Vendedor_17,5479.01,Sim,10,Atrasado
601,2024-03-15,3,1,Cliente_012,Novo,5,Média,Atacado,Monitor,Outros,Gamma,Econômico,10,1499.05,0.24,11392.78,1331.61,-1923.319999999998,Nordeste,Salvador,Loja,Vendedor_18,14013.92,Não,13,Atrasado
602,2024-01-09,1,1,Cliente_095,Novo,1,Baixa,Varejo,Tablet,Informática,Alpha,Econômico,9,280.68883720930233,0.14,2172.5316000000003,217.63,213.86160000000015,Norte,Belém,Loja,Vendedor_17,2964.78,Não,1,No prazo
603,2024-12-19,12,4,Cliente_114,Recorrente,34,Média,Atacado,Headset,Periféricos,Alpha,Econômico,1,5819.47,0.02,5703.0806,4207.26,1495.8206,Sul,Porto Alegre,Online,Vendedor_14,5492.01,Sim,8,Atrasado
604,2024-03-17,3,1,Cliente_133,Recorrente,25,Média,Atacado,Monitor,Informática,Delta,Econômico,10,2398.02,0.21,18944.358,1678.31,2161.2580000000016,Centro-Oeste,Brasília,Online,Vendedor_19,21931.2,Não,3,No prazo
605,2024-06-12,6,2,Cliente_196,Recorrente,8,Média,Atacado,Notebook,Informática,Delta,Padrão,3,1107.71,0.15,2824.6605,852.77,266.3505,Nordeste,Salvador,Loja,Vendedor_05,3302.95,Não,7,No prazo
606,2024-01-15,1,1,Cliente_005,Novo,0,Alta,Atacado,Tablet,Informática,Delta,Econômico,11,1990.07,0.13,19044.9699,1675.21,617.6598999999987,Centro-Oeste,Goiânia,Online,Vendedor_02,22640.6,Não,7,No prazo
607,2024-05-29,5,2,Cliente_104,Novo,5,Baixa,Atacado,Impressora,Informática,Gamma,Premium,11,93.72,0.22,804.1176,76.9,-41.78240000000005,Sudeste,São Paulo,Online,Vendedor_13,1022.93,Não,6,No prazo
608,2024-08-20,8,3,Cliente_129,Novo,5,Baixa,Varejo,Mouse,Periféricos,Beta,Padrão,9,4461.87,0.21,31723.895700000005,3418.82,954.5157000000036,Norte,Manaus,Online,Vendedor_03,38570.96,Não,10,Atrasado
609,2024-07-16,7,3,Cliente_151,Recorrente,53,Média,Varejo,Monitor,Informática,Alpha,Econômico,11,2741.91,0.01,29859.3999,1501.63,13341.469899999996,Centro-Oeste,Brasília,Loja,Vendedor_02,29765.46,Sim,10,Atrasado
610,2024-09-17,9,3,Cliente_110,Novo,1,Baixa,Varejo,Smartphone,Telefonia,Delta,Padrão,11,4945.08,0.06,51132.1272,2732.73,21072.0972,Sul,Curitiba,Online,Vendedor_19,51103.18,Sim,13,Atrasado
